Index,Time,voltage,velocity
7770,15.541582,-9357,0.0490867533
7771,15.543717,10571,0.0480214544
7772,15.545561,-17183,-0.000982203754
7773,15.547564,9836,-0.00204750057
7774,15.549555,14597,0.0171278436
7775,15.551574,-15478,-0.0244187377
7776,15.553565,-6614,-0.0457246788
7777,15.555555,-17231,-0.0467899702
7778,15.557559,-13355,-0.0595735349
7779,15.559562,-5759,-0.0574429408
7780,15.561707,10392,-0.0649000183
7781,15.563554,-14354,-0.097924225
7782,15.565556,1220,-0.160776749
7783,15.567561,-3086,-0.228955746
7784,15.569562,-1506,-0.272632927
7785,15.571564,-3519,-0.299265325
7786,15.573579,17692,-0.317375392
7787,15.575558,-5448,-0.325897783
7788,15.577562,-15390,-0.321636587
7789,15.579563,-17570,-0.346138388
7790,15.581554,-6342,-0.356791377
7791,15.583575,-5999,-0.31417951
7792,15.585554,-2987,-0.300330639
7793,15.587557,13544,-0.365313768
7794,15.589559,7280,-0.443080425
7795,15.591562,-4445,-0.455864012
7796,15.593564,-8608,-0.511259437
7797,15.595583,13595,-0.57198137
7798,15.597564,-5572,-0.52830416
7799,15.599555,-3183,-0.480365813
7800,15.601578,12608,-0.515520632
7801,15.603557,-6465,-0.532565355
7802,15.605583,15634,-0.469712824
7803,15.607564,-2179,-0.473974019
7804,15.609554,-13525,-0.5176512
7805,15.611556,-13849,-0.470778137
7806,15.613558,-3546,-0.420709223
7807,15.615579,8074,-0.43349275
7808,15.617560,-11594,-0.421774507
7809,15.619562,10213,-0.421774507
7810,15.621564,5800,-0.386619687
7811,15.623554,5800,-0.418578625
7812,15.625556,-4144,-0.481431097
7813,15.627585,8211,-0.481431097
7814,15.629565,8211,-0.46332109
7815,15.631555,-14446,-0.473974019
7816,15.633557,-14209,-0.448406905
7817,15.635559,5069,-0.419643909
7818,15.637686,-8770,-0.450537503
7819,15.639563,-8770,-0.450537503
7820,15.641565,-11996,-0.456929296
7821,15.643555,-15610,-0.530434787
7822,15.645557,9404,-0.540022433
7823,15.647561,-2747,-0.541087747
7824,15.649580,15984,-0.606070876
7825,15.651559,-1409,-0.669988692
7826,15.653562,17184,-0.691294611
7827,15.655582,11825,-0.712600589
7828,15.657564,-4601,-0.739233017
7829,15.659585,-819,-0.711535275
7830,15.661564,6675,-0.651878655
7831,15.663555,-2455,-0.591156721
7832,15.665556,1907,-0.559197783
7833,15.667560,-17586,-0.538957179
7834,15.669582,-9041,-0.498475879
7835,15.671561,10886,-0.472908735
7836,15.673563,-12275,-0.486757606
7837,15.675565,16459,-0.495279968
7838,15.677557,195,-0.480365813
7839,15.679559,-6779,-0.497410566
7840,15.681584,16876,-0.526173592
7841,15.683563,15700,-0.514455318
7842,15.685554,14590,-0.491018802
7843,15.687558,5505,-0.484627008
7844,15.689560,1991,-0.48782289
7845,15.691584,-10320,-0.435623348
7846,15.693563,-16018,-0.323767185
7847,15.695565,2175,-0.277959406
7848,15.697558,-8331,-0.230021045
7849,15.699559,-6712,-0.153319657
7850,15.701561,14527,-0.158646151
7851,15.703583,7550,-0.222563967
7852,15.705562,12456,-0.234282225
7853,15.707555,-4273,-0.233216926
7854,15.709557,3380,-0.266241133
7855,15.711560,-9633,-0.273698211
7856,15.713582,7455,-0.216172174
7857,15.715561,1909,-0.172495008
7858,15.717554,6838,-0.172495008
7859,15.719555,-7339,-0.162907332
7860,15.721557,-642,-0.133079022
7861,15.723579,4693,-0.129883125
7862,15.725560,9883,-0.145862579
7863,15.727563,-14612,-0.113903672
7864,15.729554,3378,-0.0947283283
7865,15.731555,-16918,-0.106446601
7866,15.733557,-3810,-0.0787488744
7867,15.735575,-163,-0.0521164574
7868,15.737556,-14078,-0.0649000183
7869,15.739557,5157,-0.076618284
7870,15.741559,-2585,-0.0659653172
7871,15.743561,-12846,-0.100054823
7872,15.745638,-3368,-0.151189074
7873,15.747563,-9886,-0.17036441
7874,15.749565,6840,-0.167168513
7875,15.751555,16330,-0.202323332
7876,15.753557,13468,-0.25984934
7877,15.755592,-407,-0.273698211
7878,15.757558,-7997,-0.269437045
7879,15.759560,6310,-0.292873561
7880,15.761562,12304,-0.2843512
7881,15.763564,-11783,-0.195931539
7882,15.765554,-3688,-0.158646151
7883,15.767616,-9592,-0.187409163
7884,15.769560,2031,-0.142666683
7885,15.771579,-7515,-0.097924225
7886,15.773559,-17098,-0.141601384
7887,15.775561,-4903,-0.158646151
7888,15.777555,-326,-0.103250705
7889,15.779576,-12225,-0.136274904
7890,15.781555,17875,-0.231086329
7891,15.783557,-1844,-0.257718772
7892,15.785558,15395,-0.246000499
7893,15.787563,8301,-0.310983598
7894,15.789584,10683,-0.382358491
7895,15.791564,-17734,-0.324832469
7896,15.793554,4029,-0.270502329
7897,15.795556,-335,-0.295004129
7898,15.797560,-1669,-0.222563967
7899,15.799576,-14638,-0.143731982
7900,15.801555,11463,-0.174625605
7901,15.803557,-4005,-0.183147982
7902,15.805559,-15828,-0.140536085
7903,15.807562,14040,-0.168233812
7904,15.809579,6062,-0.216172174
7905,15.811558,-13489,-0.174625605
7906,15.813561,1560,-0.151189074
7907,15.815563,11411,-0.224694565
7908,15.817555,-3498,-0.21936807
7909,15.819557,-15897,-0.166103214
7910,15.821579,9531,-0.207649812
7911,15.823558,6644,-0.2449352
7912,15.825744,8918,-0.172495008
7913,15.827555,11559,-0.155450255
7914,15.829558,-5936,-0.224694565
7915,15.831584,10313,-0.195931539
7916,15.833563,-3643,-0.122426055
7917,15.835554,4837,-0.138405502
7918,15.837558,17856,-0.116034269
7919,15.839560,-2529,-0.0499858633
7920,15.841579,4432,-0.0318758152
7921,15.843558,9726,-0.0457246788
7922,15.845561,8595,-0.0212228466
7923,15.847565,8487,0.0746538788
7924,15.849556,17077,0.0863721445
7925,15.851584,2979,0.0821109563
7926,15.853563,-7532,0.163073525
7927,15.855554,-4709,0.224860743
7928,15.857558,16366,0.245101392
7929,15.859559,-6436,0.329259843
7930,15.861705,9240,0.381459415
7931,15.863560,7174,0.353761673
7932,15.865561,8518,0.355892271
7933,15.867554,-14122,0.402765334
7934,15.869556,-7186,0.385720611
7935,15.871558,-14325,0.383590013
7936,15.873584,-13475,0.487989068
7937,15.875563,-3330,0.512490928
7938,15.877556,-8888,0.440050721
7939,15.879764,7383,0.447507799
7940,15.881561,-9840,0.4208754
7941,15.883563,13419,0.309019208
7942,15.885580,-3191,0.245101392
7943,15.887561,-10467,0.242970809
7944,15.889563,-11488,0.224860743
7945,15.891554,-15445,0.185444757
7946,15.893556,9035,0.188640654
7947,15.895575,2228,0.219534278
7948,15.897558,2395,0.160942927
7949,15.899559,13032,0.0789150745
7950,15.901561,-12082,0.0640009046
7951,15.903563,2119,0.0586744249
7952,15.905575,5184,0.0171278436
7953,15.907556,16612,0.0213890299
7954,15.909559,-5313,0.0927639306
7955,15.911561,6884,0.0714579895
7956,15.913563,1406,0.0235196259
7957,15.915583,-2976,0.0671968013
7958,15.917564,-6266,0.109808683
7959,15.919555,-7033,0.0895680413
7960,15.921557,-1255,0.0906333402
7961,15.923558,-16041,0.139636993
7962,15.925560,3792,0.113004573
7963,15.927579,-8644,0.0533479378
7964,15.929559,3819,0.0522826426
7965,15.931561,-16351,0.0586744249
7966,15.933575,-14549,0.00647487491
7967,15.935554,-17317,-0.0318758152
7968,15.937580,-6488,-0.0148310643
7969,15.939559,-7312,-0.0382675976
7970,15.941561,-10546,-0.146927878
7971,15.943563,8580,-0.208715096
7972,15.945565,4770,-0.247065797
7973,15.947576,2054,-0.34400782
7974,15.949555,17581,-0.43349275
7975,15.951557,17156,-0.434558034
7976,15.953559,7836,-0.402599156
7977,15.955561,5123,-0.420709223
7978,15.957642,-17883,-0.417513311
7979,15.959564,16999,-0.329093665
7980,15.961554,1336,-0.224694565
7981,15.963556,11597,-0.220433369
7982,15.965559,-9246,-0.195931539
7983,15.967563,9154,-0.130948424
